Surface habitable,Surface du terrain,Chambres,Meublé,Type de cuisine,Surface du jardin,Terrasse,Surface de la terrasse,Nombre de façades,État du bâtiment,Combien de feux ouverts ?,Piscine,Salles de bains,Toilettes,Dressing,Cave,Bureau,Salon,Parkings intérieurs,Parkings extérieurs,Salle à manger,Salles de douche,Buanderie,Année de construction,id,transactionType,type,subtype,zip,price,état
80,40,2,None,Équipée,4,None,None,2,Fraîchement rénové,None,None,1,2,None,None,None,None,None,None,None,None,None,1960,9274986,for sale,house,house,9230,199000,just renovated
100,57,2,None,Équipée,None,None,6,1,Excellent état,None,None,1,1,None,None,None,None,None,None,None,1,None,1938,9274145,for sale,house,house,9230,225000,as new
180,None,4,None,Équipée,None,None,90,2,Excellent état,1,None,1,3,None,None,None,None,2,None,None,1,Oui,1994,9218502,for sale,house,house,9230,386500,as new
None,505,3,Non,None,None,None,None,None,None,None,None,None,None,Non,None,Non,None,None,None,None,None,None,None,9290421,for sale,house,house,9230,352075,None
126,126,3,None,None,68,None,13,None,None,None,None,2,1,Non,None,Non,Oui,None,None,Oui,None,Oui,2020,9219553,for sale,house,house,9230,326000,None
126,126,3,None,None,70,None,13,None,None,None,None,2,1,Non,None,Non,Oui,None,None,Oui,None,Oui,2020,9219554,for sale,house,house,9230,329000,None
126,126,3,None,None,78,None,13,None,None,None,None,2,1,Non,None,Non,Oui,None,None,Oui,None,Oui,2020,9219552,for sale,house,house,9230,335000,None
93,None,2,None,None,None,None,17,None,None,None,None,1,None,Non,None,Non,Oui,None,None,None,None,None,None,9234706,for sale,house,house,9230,419000,None
None,315,3,None,None,None,Oui,None,None,None,None,None,2,2,Oui,None,Oui,None,None,None,None,None,None,2021,9168653,for sale,house,house,9230,325000,None
180,202,4,Oui,Équipée,None,None,90,2,Excellent état,1,None,1,3,None,None,Oui,None,2,None,None,1,Oui,1994,9110435,for sale,house,house,9230,386500,as new
90,60,2,None,Équipée,None,None,None,2,Excellent état,None,None,1,1,None,None,None,None,None,None,None,1,None,1930,9274769,for sale,house,house,9230,160000,as new
105,107,2,None,Équipée,48,None,8,2,Fraîchement rénové,None,None,1,2,None,None,None,None,None,None,Oui,None,None,None,9251964,for sale,house,house,9230,238000,just renovated
96,50,3,Non,Hyper équipée,None,None,None,2,Bon,None,None,1,1,None,None,None,None,None,None,None,None,None,None,9293134,for sale,house,house,9230,180000,good
None,264,2,Non,Pas équipée,None,Oui,None,3,À rénover,1,None,2,2,None,Oui,None,Oui,2,2,Oui,1,None,1932,9105197,for sale,house,house,9230,199000,to renovate
136,150,3,Non,Équipée,None,Oui,None,2,À rafraîchir,None,None,None,1,None,None,None,None,None,None,None,None,None,None,9299908,for sale,house,house,9230,175000,to be done up
136,553,2,Non,None,None,None,None,3,Bon,None,None,None,None,None,None,Non,None,1,3,None,None,None,1959,8951761,for sale,house,bungalow,9230,275000,good
None,666,4,Non,Équipée,None,Oui,None,3,None,4,None,3,3,None,Oui,Oui,Oui,None,None,Oui,1,Oui,1976,9267451,for sale,house,house,9230,395000,None
None,466,3,Non,Pas équipée,None,None,None,3,Excellent état,None,None,None,2,Non,None,Non,Oui,None,None,None,None,None,2020,9242313,for sale,house,house,9230,550000,as new
176,2932,3,Non,None,None,None,None,4,Bon,None,None,None,None,None,None,Non,Oui,2,3,None,None,None,1967,9187832,for sale,house,bungalow,9230,595000,good
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9210624,for sale,house group,house group,9230,309000 - 340000,None
124,100,4,None,Équipée,None,Oui,None,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,None,9290507,for sale,house,house,9230,195000,as new
208,90,3,None,Équipée,None,Oui,None,None,Excellent état,None,None,1,2,Non,None,Non,None,None,None,None,None,Oui,None,9290511,for sale,house,house,9230,279000,as new
96,135,3,None,Équipée,None,Oui,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1964,9189441,for sale,house,house,9230,200000,None
184,280,3,None,None,None,Oui,None,2,À rénover,None,None,1,2,None,Oui,Oui,Oui,1,None,Oui,None,None,None,8986514,for sale,house,mansion,9230,365000,to renovate
329,231,3,None,None,None,Oui,None,None,À rénover,None,None,1,1,Non,None,Oui,None,None,None,None,None,None,1955,9214635,for sale,house,house,9230,230000,to renovate
156,130,4,None,Équipée,None,Oui,None,None,Excellent état,None,None,1,2,Non,None,Non,None,None,None,None,None,None,None,9276298,for sale,house,house,9230,290000,as new
157,729,2,None,Hyper équipée,None,Oui,None,4,Bon,None,None,1,1,None,None,Oui,None,1,3,None,1,None,1969,9316395,for sale,house,house,9230,346000,good
140,204,4,None,Équipée,None,Oui,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9267032,for sale,house,house,9230,300000,None
None,354,5,None,Équipée,None,Oui,None,None,À rafraîchir,None,None,3,1,Non,None,Non,None,1,None,None,None,None,None,9166901,for sale,house,house,9230,479000,to be done up
576,675,6,Non,Hyper équipée,None,None,None,4,Excellent état,None,None,4,1,None,None,None,None,None,None,None,None,None,None,9051894,for sale,house,house,9230,950000,as new
690,870,3,None,None,None,None,None,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9311713,for sale,house,house,9230,530000,None
None,1121,4,Non,Équipée,None,None,None,4,None,None,None,1,2,None,None,None,None,3,4,None,None,None,None,9273706,for sale,house,bungalow,9230,498000,None
198,None,None,Non,None,None,None,None,3,None,None,None,None,None,Non,None,Non,Oui,None,None,None,None,None,2004,9188076,for sale,house,apartment block,9230,375000,None
None,None,3,None,None,None,None,None,None,None,None,None,1,2,Non,None,Non,None,None,None,None,None,None,None,9313118,for sale,house,house,9230,328400,None
138,300,5,Non,None,None,None,None,2,À rénover,None,None,1,None,None,None,None,Oui,3,None,None,None,None,None,9069307,for sale,house,house,9230,149000,to renovate
None,346,4,None,Équipée,None,None,None,None,Excellent état,None,None,None,None,Non,None,Non,None,None,None,None,None,None,None,9315538,for sale,house,house,9230,399000,as new
None,340,3,None,None,None,None,None,None,None,None,None,1,None,Non,None,Non,None,1,1,Oui,None,None,None,9278487,for sale,house,house,9230,448751,None
None,None,3,None,None,None,Oui,None,None,None,None,None,1,2,Non,None,Non,None,None,None,None,None,None,None,9174389,for sale,house,house,9230,320000,None
350,None,7,None,None,None,None,None,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7921653,for sale,house,other property,9230,1250000,None
364,7900,4,None,Équipée,None,None,None,4,Bon,1,None,2,3,None,Oui,Oui,Oui,None,None,Oui,None,None,2003,9226086,for sale,house,manor house,8600,795000,good
176,155,3,Non,Hyper équipée,None,Oui,None,None,Excellent état,None,None,None,1,Non,Oui,None,None,None,None,None,None,None,None,9255211,for sale,house,house,8600,269000,as new
225,325,3,Non,Équipée,1,Oui,None,None,Bon,None,None,None,2,Non,None,None,None,None,None,None,None,None,None,9088264,for sale,house,house,8600,209000,good
285,136,3,Non,Semi-équipée,None,Oui,None,None,À rafraîchir,None,None,None,1,Non,Oui,None,None,None,None,None,None,None,None,8894429,for sale,house,house,8600,260000,to be done up
