Surface habitable,Surface du terrain,Chambres,Meublé,Type de cuisine,Surface du jardin,Terrasse,Surface de la terrasse,Nombre de façades,État du bâtiment,Combien de feux ouverts ?,Piscine,Salles de bains,Toilettes,Dressing,Cave,Bureau,Salon,Parkings intérieurs,Parkings extérieurs,Salle à manger,Salles de douche,Buanderie,Année de construction,id,transactionType,type,subtype,zip,price,état
1500,None,40,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9269970,for sale,apartment,apartment,5660,485000,None
79,None,2,Non,Équipée,None,None,None,None,Bon,None,None,1,1,None,Oui,Non,None,None,None,None,None,None,None,9096196,for sale,apartment,apartment,5660,120000,good
116,None,3,Non,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,9187461,for sale,apartment,apartment,5660,122000,None
108,None,3,Non,Équipée,None,Oui,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,9137290,for sale,apartment,apartment,5660,129000,None
150,1356,4,Non,Équipée,1200,None,25,4,None,1,None,1,1,None,Oui,None,None,1,1,None,None,Oui,1963,9267116,for sale,house,villa,5660,225000,None
101,1309,2,Non,Équipée,1100,None,15,4,None,None,None,1,1,None,Oui,None,None,2,6,None,None,None,1970,9148177,for sale,house,villa,5660,230000,None
536,1321,7,Non,Hyper équipée,1100,None,40,4,None,None,None,None,6,None,None,None,None,None,4,None,4,None,2003,9251280,for sale,house,house,5660,300000,None
240,2280,5,Non,Équipée,None,None,100,3,None,1,None,1,1,None,Oui,None,None,1,1,Oui,1,Oui,None,9301493,for sale,house,house,5660,240000,None
245,1200,3,Non,Semi-équipée,1050,None,None,3,None,None,None,1,2,Oui,Oui,None,None,1,5,None,1,None,2020,9148195,for sale,house,villa,5660,205000,None
224,572,2,Non,Hyper équipée,462,None,None,3,Fraîchement rénové,None,None,1,1,None,Oui,None,None,None,None,None,1,None,None,9277049,for sale,house,apartment block,5660,350000,just renovated
None,2696,3,None,None,None,None,None,None,None,None,None,1,None,None,None,None,Oui,1,None,None,None,None,None,9302524,for sale,house,bungalow,5660,65000,None
180,120,5,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8184370,for sale,house,house,5660,130000,None
225,None,3,Non,None,200,None,22,3,None,None,None,None,None,None,None,None,Oui,None,None,None,None,None,None,9251281,for sale,house,house,5660,160000,None
145,2059,3,Non,Semi-équipée,1900,None,18,4,Bon,None,None,1,2,Non,Oui,Non,None,None,None,None,None,Oui,1972,9310110,for sale,house,house,5660,180000,good
200,120000,4,None,None,None,Oui,None,4,Excellent état,None,None,2,None,None,Oui,Oui,None,4,10,None,None,None,1900,7639338,for sale,house,house,5660,795000,as new
165,1300,3,Non,Équipée,1100,None,30,2,Excellent état,None,None,1,None,None,Oui,None,None,None,None,None,None,None,None,9300625,for sale,house,house,5660,195000,as new
177,1200,3,None,Pas équipée,860,Oui,None,3,None,None,None,1,None,Oui,None,None,None,None,None,Oui,None,Oui,None,8885571,for sale,house,house,5660,205000,None
330,15000,4,None,None,None,None,None,4,None,None,None,2,None,None,None,None,None,None,None,Oui,2,None,1890,9119902,for sale,house,house,5660,1200000,None
177,1200,3,None,Pas équipée,840,Oui,None,3,None,None,None,1,None,Oui,None,None,None,None,None,Oui,None,Oui,None,8885524,for sale,house,house,5660,205000,None
637,14693,6,Non,Pas équipée,14693,None,None,4,Bon,None,None,5,4,Non,Oui,Non,None,None,40,None,None,None,None,8783860,for sale,house,house,5660,499000,good
300,500,7,None,None,500,None,20,3,None,None,None,None,5,Oui,None,Oui,None,None,None,Oui,3,None,None,9173545,for sale,house,house,5660,350000,None
190,436,5,None,Équipée,312,None,40,4,Fraîchement rénové,None,None,1,2,None,None,Oui,None,1,2,None,None,Oui,None,9316634,for sale,house,house,5660,280000,just renovated
None,513,3,None,Équipée,None,None,None,3,Bon,None,None,1,1,None,Oui,None,Oui,1,None,Oui,None,None,1980,9293933,for sale,house,house,5660,135000,good
500,34000,9,Oui,Hyper équipée,10000,None,75,4,Fraîchement rénové,None,None,None,6,Oui,None,Oui,None,6,6,Oui,5,None,2010,9019168,for sale,house,exceptional property,5660,525000,just renovated
250,1922,5,None,Équipée,1742,Oui,None,4,Bon,None,None,2,3,None,Oui,Oui,None,1,5,None,None,None,2007,9273587,for sale,house,house,5660,399000,good
None,1194,5,None,None,None,None,None,3,À rénover,None,None,1,2,None,Oui,None,Oui,1,1,Oui,None,None,None,9316789,for sale,house,house,5660,190000,to renovate
126,2550,2,None,Équipée,2450,Oui,None,4,Bon,None,None,1,2,None,None,None,None,2,3,None,1,None,2005,9310057,for sale,house,house,5660,175000,good
None,159,3,None,None,None,None,None,2,À rénover,None,None,1,1,None,Oui,None,Oui,None,None,None,None,None,1963,9175985,for sale,house,house,5660,83000,to renovate
118,830,2,None,Pas équipée,660,None,None,4,À rénover,1,None,None,1,None,None,None,None,None,2,None,1,Oui,None,9279082,for sale,house,house,5660,85000,to renovate
None,None,5,None,None,None,Oui,None,4,Bon,None,None,1,2,Oui,Oui,Oui,Oui,1,3,None,1,None,1957,9253227,for sale,house,house,5660,255000,good
90,748,2,None,Équipée,678,Oui,None,4,Bon,None,None,None,3,None,Oui,None,None,1,None,None,1,None,None,9258607,for sale,house,house,5660,149000,good
130,170,4,None,Équipée,None,Oui,None,3,Bon,None,None,1,1,None,Oui,Oui,None,1,1,None,None,None,None,9267268,for sale,house,house,5660,149000,good
170,155,3,None,Équipée,85,None,None,2,Bon,None,None,1,2,None,Oui,Oui,None,None,None,None,None,None,None,9277769,for sale,house,house,5660,175000,good
170,155,3,None,Équipée,85,None,None,2,Bon,None,None,1,2,None,Oui,Oui,None,None,None,None,None,None,None,9202836,for sale,house,house,5660,175000,good
88,123,2,None,Semi-équipée,70,None,None,2,À rénover,None,None,1,1,None,Oui,None,None,None,None,None,None,None,None,9277771,for sale,house,house,5660,70000,to renovate
350,753,5,Non,Hyper équipée,417,Oui,None,4,Excellent état,None,None,2,3,None,Oui,Oui,None,None,None,None,None,None,None,9202811,for sale,house,house,5660,200000,as new
150,731,3,Non,Équipée,None,None,15,4,None,1,None,3,4,Oui,Oui,None,None,1,3,None,None,Oui,None,9243806,for sale,house,villa,5660,290000,None
205,3011,3,None,Équipée,2761,None,40,4,Bon,1,None,1,2,None,Oui,None,None,3,None,None,1,None,None,9106991,for sale,house,house,5660,395000,good
None,None,5,None,None,None,Oui,None,4,Bon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8976445,for sale,house,villa,5660,185000,good
130,1000,3,Non,None,None,None,None,None,None,None,None,1,1,None,None,None,None,None,None,None,None,None,2006,9299814,for sale,house,villa,5660,199000,None
160,None,2,None,Pas équipée,None,None,None,2,À rénover,None,None,1,3,None,Oui,Oui,None,None,None,None,None,None,None,9179993,for sale,house,house,5660,120000,to renovate
350,1097,6,Non,Équipée,None,None,None,4,None,None,None,2,4,None,Oui,None,None,3,1,None,1,None,None,8760414,for sale,house,apartment block,5660,300000,None
None,466,4,None,None,None,None,None,None,None,None,None,1,None,None,Oui,None,Oui,None,None,Oui,None,None,None,9200280,for sale,house,house,5660,180000,None
135,573,4,Non,Équipée,None,Oui,None,4,None,None,None,1,2,None,Oui,None,None,1,1,None,None,None,None,8780894,for sale,house,villa,5660,150000,None
570,4742,2,Non,Équipée,None,Oui,None,None,None,None,None,2,2,None,Oui,None,None,None,None,None,1,None,None,8816953,for sale,house,country cottage,5660,330000,None
320,2000,4,Non,Équipée,None,Oui,None,None,None,None,None,1,2,None,Oui,None,None,None,None,None,None,None,None,9006538,for sale,house,house,5660,398000,None
362,9542,7,Non,Équipée,None,Oui,None,None,None,None,None,3,None,None,Oui,None,None,None,None,None,1,None,1935,8654635,for sale,house,house,5660,499000,None
None,458,3,None,None,None,None,None,None,None,None,None,1,None,None,None,None,Oui,None,None,Oui,None,None,None,9186511,for sale,house,house,5660,95000,None
None,792,2,Non,Semi-équipée,None,None,None,2,None,None,None,1,2,None,Oui,Non,None,None,None,None,None,None,None,9202810,for sale,house,house,5660,150000,None
49,2867,3,None,Pas équipée,2809,None,None,4,None,None,None,1,1,None,None,None,None,None,None,None,None,None,None,9135568,for sale,house,house,5660,150000,None
140,760,2,Non,None,None,Oui,None,None,None,None,None,1,1,None,Oui,None,None,None,None,None,None,None,None,9247574,for sale,house,house,5660,189000,None
None,120,4,None,None,None,None,None,4,None,None,None,2,3,None,None,None,None,None,None,None,None,None,None,9239402,for sale,house,mixed use building,5660,299000,None
None,34833,3,Non,Équipée,None,None,None,None,None,None,None,None,1,None,Oui,Non,None,None,None,None,1,None,None,9271452,for sale,house,house,5660,515000,None
None,258,1,None,Pas équipée,None,None,None,3,None,None,None,1,1,None,None,None,None,None,None,None,None,None,None,9166529,for sale,house,house,5660,29000,None
None,915,1,None,Équipée,None,None,None,4,Excellent état,None,None,None,1,None,None,Oui,Oui,None,None,None,1,None,None,8799377,for sale,house,chalet,5660,30000,as new
225,261,3,Non,None,None,None,None,None,None,None,None,1,2,None,None,Non,None,1,None,None,None,None,None,9251243,for sale,house,house,5660,160000,None
None,3090,1,Non,None,None,None,None,4,Excellent état,None,None,None,None,None,None,None,None,None,None,None,None,Oui,None,7477143,for sale,house,house,5660,205300,as new
85,None,3,None,None,None,None,None,2,None,None,None,1,None,None,Oui,None,None,None,None,None,None,None,None,9245179,for sale,house,house,5660,83000,None
None,1748,3,Non,Équipée,None,Oui,None,None,Bon,None,None,None,3,None,None,Non,None,None,6,None,1,None,None,8442217,for sale,house,house,5660,275000,good
None,111,1,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9315154,for sale,house,house,5660,234250,None
90,None,2,Non,Hyper équipée,None,None,None,None,Fraîchement rénové,None,None,1,1,Non,None,Non,None,None,None,Oui,None,None,None,9313014,for sale,apartment,apartment,9800,265000,just renovated
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7916166,for sale,apartment group,apartment group,9800,220000 - 225000,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9227920,for sale,apartment group,apartment group,9800,284250 - 396000,None
60,None,1,Non,Équipée,None,None,5,2,À rénover,None,None,1,1,None,Oui,None,None,None,None,None,None,None,1963,9270734,for sale,apartment,apartment,9800,145000,to renovate
90,None,2,Non,Hyper équipée,None,None,None,None,Fraîchement rénové,None,None,1,1,Non,None,Non,None,None,None,Oui,None,None,None,9313015,for sale,apartment,apartment,9800,265000,just renovated
89,None,2,Non,Équipée,None,None,52,2,Fraîchement rénové,None,None,1,1,None,Oui,None,None,None,None,None,None,None,1963,9270731,for sale,apartment,apartment,9800,240000,just renovated
None,None,1,Non,Équipée,None,None,None,2,None,None,None,1,1,None,None,None,None,2,None,None,None,None,2002,9317720,for sale,apartment,apartment,9800,225000,None
73,None,2,Non,Équipée,None,None,9,2,None,None,None,1,1,None,Oui,None,None,None,None,None,None,None,1963,9270735,for sale,apartment,apartment,9800,170000,None
73,None,2,Non,Équipée,None,None,9,2,None,None,None,1,1,None,Oui,None,None,None,None,None,None,None,1963,9270732,for sale,apartment,apartment,9800,170000,None
85,None,1,Non,Équipée,None,None,None,None,None,None,None,1,1,None,Oui,None,None,1,None,None,None,None,2006,9271676,for sale,apartment,apartment,9800,295000,None
73,None,2,Non,Équipée,None,None,9,2,None,None,None,1,1,None,Oui,None,None,None,None,None,None,None,1963,9270733,for sale,apartment,apartment,9800,200000,None
105,None,2,Non,Équipée,None,None,64,2,None,None,None,1,1,None,None,None,None,None,None,None,None,None,2020,9282739,for sale,apartment,penthouse,9800,328500,None
105,None,2,Non,Équipée,None,None,64,2,None,None,None,1,1,None,None,None,None,None,None,None,None,None,2020,9282738,for sale,apartment,apartment,9800,328500,None
72,None,2,Non,None,None,None,8,2,À rafraîchir,None,None,1,1,None,None,None,None,None,None,None,None,None,1963,9270736,for sale,apartment,apartment,9800,170000,to be done up
70,None,1,Non,Équipée,None,None,8,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,2019,8784657,for sale,apartment,apartment,9800,225000,as new
93,None,2,Non,Équipée,None,None,10,None,None,None,None,1,1,Non,None,Non,None,None,None,Oui,None,None,2020,9075960,for sale,apartment,apartment,9800,284250,None
90,None,2,Non,Équipée,None,None,22,None,None,None,None,1,1,Non,None,Non,None,None,None,Oui,None,None,2020,9075959,for sale,apartment,apartment,9800,287000,None
94,None,2,Non,Équipée,None,None,27,None,None,None,None,1,1,Non,None,Non,None,None,None,Oui,None,None,2020,9158886,for sale,apartment,apartment,9800,298500,None
94,None,2,Non,Équipée,None,None,13,None,None,None,None,1,1,Non,None,Non,None,None,None,Oui,None,None,2020,9075956,for sale,apartment,apartment,9800,305000,None
107,None,2,Non,Équipée,None,None,25,None,None,None,None,1,1,Non,None,Non,None,None,None,Oui,None,None,2020,9217065,for sale,apartment,apartment,9800,338750,None
107,None,2,Non,Équipée,None,None,25,None,None,None,None,1,1,Non,None,Non,None,None,None,Oui,None,None,2020,9075958,for sale,apartment,apartment,9800,346000,None
108,None,2,Non,Équipée,None,None,30,None,None,None,None,1,1,Non,None,Non,None,None,None,Oui,None,None,2020,9075957,for sale,apartment,apartment,9800,346000,None
124,None,2,Non,Équipée,None,None,25,None,None,None,None,1,1,Non,None,Non,None,None,None,Oui,None,None,2020,9158885,for sale,apartment,apartment,9800,396000,None
50,None,1,Non,Équipée,None,None,None,2,Bon,None,None,1,1,Non,None,Non,Oui,None,None,None,None,None,1998,9272525,for sale,apartment,apartment,9800,159000,good
96,None,2,Non,Équipée,None,None,None,2,None,None,None,1,1,None,None,None,None,None,None,None,None,None,2020,9282740,for sale,apartment,ground floor,9800,272000,None
96,None,2,Non,Équipée,None,None,None,2,None,None,None,1,1,None,None,None,None,None,None,None,None,None,2020,9282737,for sale,apartment,apartment,9800,272000,None
75,None,1,Non,Équipée,None,None,8,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,2019,9266148,for sale,apartment,apartment,9800,220000,as new
60,None,1,Non,None,None,None,None,2,Bon,None,None,None,None,None,None,Non,None,1,None,None,None,None,1992,9301456,for sale,apartment,apartment,9800,195000,good
50,None,1,Non,Équipée,None,None,6,2,Bon,None,None,1,1,None,None,Non,Oui,None,1,None,None,None,2010,9281264,for sale,apartment,apartment,9800,165000,good
47,None,1,Non,None,None,None,12,1,Excellent état,None,None,1,None,Non,None,Non,None,None,None,None,None,None,2015,9085533,for sale,apartment,service flat,9800,234900,as new
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8493879,for sale,apartment group,apartment group,9800,212000 - 481831,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9,66,None,None,None,None,9253065,for sale,apartment group,apartment group,9800,212000 - 481831,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9182736,for sale,apartment group,apartment group,9800,212000 - 399000,None
122,None,2,Non,None,58,None,13,None,None,None,None,None,1,None,Oui,None,None,None,None,None,1,None,None,9288944,for sale,apartment,apartment,9800,342800,None
107,None,2,Non,Équipée,None,Oui,None,None,Excellent état,None,None,1,None,Non,None,Non,Oui,None,None,None,None,None,2009,9290658,for sale,apartment,duplex,9800,244000,as new
159,None,3,None,Équipée,None,None,None,None,Excellent état,None,None,1,None,Non,None,Non,Oui,1,None,None,None,None,1997,9268491,for sale,apartment,apartment,9800,248000,as new
122,None,2,Non,None,58,None,13,None,None,None,None,None,1,None,Oui,None,None,None,None,None,1,None,None,9299226,for sale,apartment,ground floor,9800,342800,None
122,None,2,Non,None,58,None,13,None,None,None,None,None,1,None,Oui,None,None,None,None,None,1,None,None,9299223,for sale,apartment,apartment,9800,342800,None
68,None,1,None,Équipée,None,None,None,None,Excellent état,None,None,1,None,Non,None,Non,Oui,None,None,None,None,None,1995,9276402,for sale,apartment,apartment,9800,124500,as new
56,None,1,Non,Équipée,None,None,None,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,None,8976035,for sale,apartment,service flat,9800,225000,as new
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9176687,for sale,apartment group,apartment group,9800,no price,None
68,None,1,Non,Équipée,None,None,6,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,None,8976024,for sale,apartment,apartment,9800,220000,as new
87,None,2,Non,Équipée,None,None,7,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,None,8976017,for sale,apartment,apartment,9800,318000,as new
105,None,2,Non,Équipée,None,None,14,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,None,8976026,for sale,apartment,apartment,9800,350000,as new
120,None,2,Non,Équipée,None,None,9,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,None,8976022,for sale,apartment,apartment,9800,350000,as new
113,None,2,Non,Équipée,None,None,9,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,None,8976014,for sale,apartment,apartment,9800,350000,as new
105,None,2,Non,Équipée,None,None,14,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,None,8976021,for sale,apartment,apartment,9800,370000,as new
117,None,2,Non,Équipée,None,None,13,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,None,8976013,for sale,apartment,apartment,9800,375000,as new
70,None,1,Non,Équipée,None,None,6,None,Excellent état,None,None,1,1,Non,None,Non,None,None,None,None,None,None,None,8976020,for sale,apartment,apartment,9800,225000,as new
108,None,2,Non,None,180,None,46,2,Excellent état,None,None,1,None,None,None,None,None,1,None,None,None,None,None,9257041,for sale,apartment,apartment,9800,365000,as new
90,None,2,None,None,None,Oui,None,None,None,None,None,1,1,Non,None,Non,Oui,None,None,None,None,None,None,7997157,for sale,apartment,apartment,9800,367000,None
90,None,1,Non,None,None,Oui,None,2,None,None,None,1,None,None,None,None,None,28,41,None,None,None,None,9045130,for sale,apartment,apartment,9800,210000,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,6,None,None,None,None,9184650,for sale,apartment group,apartment group,9800,319000 - 342800,None
116,None,2,Non,Hyper équipée,None,None,20,None,None,None,None,1,1,Oui,None,Non,None,None,None,Oui,None,None,2021,9234687,for sale,apartment,apartment,9800,440000,None
65,None,2,Non,None,None,Oui,None,2,None,None,None,1,1,None,Oui,Non,None,None,None,None,None,None,1969,9280101,for sale,apartment,apartment,9800,165000,None
115,None,2,None,None,None,None,9,None,None,None,None,1,1,Non,None,Non,None,None,None,None,None,None,None,9246901,for sale,apartment,loft,9800,335000,None
100,None,2,Non,Équipée,None,None,None,2,None,None,None,1,1,None,None,None,None,None,None,None,None,None,1965,9247834,for sale,apartment,apartment,9800,205000,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9037685,for sale,apartment group,apartment group,9800,210000 - 430000,None
128,None,3,Non,None,None,Oui,None,2,Bon,None,None,1,None,None,None,None,None,None,None,None,None,None,1994,9235832,for sale,apartment,apartment,9800,245000,good
85,None,2,None,Hyper équipée,None,None,12,2,Excellent état,None,None,1,1,None,None,None,None,1,None,None,None,None,2014,9273541,for sale,apartment,apartment,9800,288000,as new
119,None,None,Non,None,None,None,None,2,Bon,None,None,None,None,None,None,None,None,None,None,None,None,None,1995,9137624,for sale,apartment,apartment,9800,199000,good
80,None,2,Non,None,None,None,5,2,Bon,None,None,1,None,None,None,None,None,None,None,None,None,None,2010,9284886,for sale,apartment,apartment,9800,269000,good
163,None,4,None,Hyper équipée,None,None,12,1,Excellent état,None,None,1,1,None,None,None,None,None,None,None,1,Oui,2010,9177917,for sale,apartment,triplex,9800,299900,as new
120,None,2,None,None,None,Oui,None,None,Bon,None,None,1,None,Non,None,Oui,None,1,None,None,None,None,1995,9317885,for sale,apartment,apartment,9800,194000,good
120,None,2,None,None,None,Oui,None,None,Excellent état,None,None,1,1,Non,Oui,Non,Oui,1,None,None,None,None,2018,9047630,for sale,apartment,service flat,9800,420000,as new
68,None,3,None,None,None,Oui,None,None,Bon,None,None,1,None,Non,Oui,Non,None,1,None,None,None,None,None,9270548,for sale,apartment,apartment,9800,199000,good
111,None,2,Non,None,None,None,None,2,Bon,None,None,1,1,None,None,Non,Oui,1,None,None,None,None,2003,9244150,for sale,apartment,apartment,9800,285000,good
93,None,2,None,None,None,Oui,None,None,Excellent état,None,None,1,None,Non,None,Non,Oui,1,None,None,None,None,1996,9120706,for sale,apartment,apartment,9800,369000,as new
85,None,2,Non,None,None,None,None,2,None,None,None,1,1,None,None,Non,None,None,None,None,None,None,2014,9305499,for sale,apartment,apartment,9800,279000,None
83,None,1,None,None,None,Oui,None,None,Excellent état,None,None,1,1,Non,Oui,Non,Oui,None,1,None,None,None,2018,9174414,for sale,apartment,service flat,9800,269900,as new
65,None,1,Non,None,9,None,9,2,None,None,None,1,None,None,Oui,None,None,None,None,None,None,None,2018,9249479,for sale,apartment,service flat,9800,205000,None
62,None,1,None,Équipée,None,Oui,None,None,None,None,None,1,1,Non,None,Non,Oui,None,None,None,None,None,2021,9237798,for sale,apartment,apartment,9800,210000,None
160,None,3,None,None,None,None,10,None,None,None,None,1,1,Oui,None,Oui,None,None,None,None,None,Oui,1965,9285492,for sale,apartment,apartment,9800,299000,None
91,None,2,None,Équipée,None,Oui,None,None,None,None,None,1,1,Non,None,Non,Oui,None,None,None,None,None,2021,9238362,for sale,apartment,apartment,9800,350000,None
None,None,1,Non,None,None,Oui,None,None,Excellent état,None,None,1,None,Non,None,Non,None,None,None,None,None,None,2018,7916089,for sale,apartment,service flat,9800,212500,as new
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8634731,for sale,apartment group,apartment group,9800,210000 - 430000,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7917218,for sale,apartment group,apartment group,9800,210000 - 650000,None
None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9281744,for sale,apartment,duplex,9800,275000,None
None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9052134,for sale,apartment,apartment,9800,179000,None
None,None,3,None,None,None,Oui,None,2,Bon,None,None,None,None,None,Oui,None,Oui,None,None,None,None,None,None,9095555,for sale,apartment,apartment,9800,190000,good
62,None,1,None,None,None,Oui,None,None,None,None,None,1,1,Non,None,Non,Oui,None,None,None,None,None,None,7997158,for sale,apartment,apartment,9800,210000,None
None,None,2,Non,None,None,None,None,4,Excellent état,None,None,1,1,None,None,None,None,9,5,None,None,None,2019,8448951,for sale,apartment,apartment,9800,225000,as new
90,None,2,Non,None,None,Oui,None,2,None,None,None,1,None,None,None,None,None,28,41,None,None,None,None,8880262,for sale,apartment,apartment,9800,350000,None
94,None,2,None,None,None,Oui,None,None,None,None,None,1,1,Non,None,Non,Oui,None,None,None,None,None,None,7995344,for sale,apartment,apartment,9800,290000,None
220,1967,4,Non,Équipée,None,None,None,4,None,None,None,1,1,None,None,None,None,None,3,None,None,None,1967,9309935,for sale,house,country cottage,9800,695000,None
170,1530,4,None,Équipée,None,None,None,3,Excellent état,None,None,1,2,None,None,None,None,None,None,None,None,None,1973,9293503,for sale,house,house,9800,395000,as new
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8668162,for sale,house group,house group,9800,359000 - 359000,None
492,2400,4,None,Pas équipée,2000,None,75,3,À rafraîchir,1,None,1,4,None,None,None,None,None,10,None,None,None,1948,9011848,for sale,house,house,9800,856000,to be done up
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8711113,for sale,house group,house group,9800,281500 - 368046,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8824005,for sale,house group,house group,9800,320000 - 390000,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8519582,for sale,house group,house group,9800,412955 - 464174,None
339,791,5,Non,None,None,Oui,None,4,Bon,None,None,2,3,None,Oui,Oui,None,2,4,None,None,None,1971,9017617,for sale,house,villa,9800,549000,good
151,139,3,Non,None,None,None,None,None,Excellent état,None,None,1,1,Non,Oui,Non,None,None,2,Oui,None,Oui,1942,9316394,for sale,house,house,9800,349500,as new
156,190,3,Non,None,None,Oui,None,2,None,None,None,1,1,Non,None,Non,None,None,None,None,None,None,1950,9308818,for sale,house,house,9800,284900,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9208429,for sale,house group,house group,9800,410000 - 605000,None
None,250,3,None,Américaine hyper-équipée,None,None,None,None,Excellent état,None,None,1,None,Non,None,Non,None,None,None,Oui,None,None,None,9309038,for sale,house,house,9800,295000,as new
254,730,4,None,Pas équipée,None,None,None,None,À rénover,None,None,2,2,Non,None,Oui,Oui,None,None,None,None,None,1954,9288234,for sale,house,house,9800,299000,to renovate
218,699,4,None,Équipée,None,None,None,None,Excellent état,1,None,1,2,Non,None,Oui,Oui,3,2,Oui,None,None,1976,9016540,for sale,house,villa,9800,398000,as new
160,557,3,None,None,None,None,None,3,None,None,None,1,None,Oui,None,None,None,None,None,None,None,None,None,9196215,for sale,house,house,9800,376500,None
160,450,4,None,Hyper équipée,240,None,28,3,Excellent état,None,None,None,None,None,None,None,None,1,1,Oui,None,Oui,2020,9010785,for sale,house,house,9800,391000,as new
118,409,3,None,Équipée,None,None,None,None,Excellent état,None,None,1,2,Non,None,Non,Oui,None,None,None,None,None,2016,9292803,for sale,house,house,9800,399000,as new
205,176,3,Non,Hyper équipée,None,None,None,2,Excellent état,None,None,2,3,Non,None,Non,None,1,None,None,None,None,2020,9317807,for sale,house,house,9800,410000,as new
213,308,3,Non,Équipée,218,None,18,3,None,None,None,1,2,None,None,None,None,1,None,None,None,None,2021,9288624,for sale,house,house,9800,495000,None
99,360,2,None,Équipée,None,None,None,None,Excellent état,None,None,1,1,Non,None,Non,Oui,None,None,None,None,None,1935,9268492,for sale,house,house,9800,219000,as new
None,305,3,None,Équipée,None,None,None,None,None,None,None,1,None,None,None,None,Oui,1,None,None,None,None,None,9289044,for sale,house,house,9800,120000,None
None,405,3,None,Équipée,None,None,None,None,None,None,None,1,None,None,None,None,Oui,1,None,None,None,None,None,9286830,for sale,house,house,9800,120000,None
None,330,3,None,Équipée,None,None,None,None,None,None,None,1,None,None,None,None,Oui,1,None,None,None,None,None,9286829,for sale,house,house,9800,135000,None
None,325,3,None,Équipée,None,None,None,None,None,None,None,1,None,None,None,None,Oui,1,None,None,None,None,None,9286597,for sale,house,house,9800,135000,None
None,681,2,None,Équipée,None,None,None,None,None,None,None,1,None,None,None,Oui,Oui,1,None,None,None,None,None,9271966,for sale,house,house,9800,205000,None
None,1221,4,None,Équipée,None,Oui,None,None,None,None,None,2,None,None,Oui,Oui,Oui,1,2,Oui,None,None,None,9235169,for sale,house,house,9800,336000,None
174,230,3,Non,Hyper équipée,None,Oui,None,None,None,None,None,1,2,Non,None,Oui,Oui,None,None,None,None,None,None,9290659,for sale,house,house,9800,369000,None
206,260,4,None,Équipée,None,Oui,None,2,À rafraîchir,None,None,2,3,None,Oui,Oui,Oui,None,None,Oui,None,Oui,1930,9298038,for sale,house,house,9800,310000,to be done up
176,195,3,Non,Semi-équipée,None,None,None,3,Bon,None,None,None,None,None,None,None,None,None,None,None,None,None,1938,9302506,for sale,house,house,9800,295000,good
None,131,2,Non,Équipée,None,Oui,None,1,Excellent état,None,None,1,2,Oui,None,Non,Oui,None,None,Oui,None,Oui,2012,9317696,for sale,house,house,9800,337500,as new
