Surface habitable,Surface du terrain,Chambres,Meublé,Type de cuisine,Surface du jardin,Terrasse,Surface de la terrasse,Nombre de façades,État du bâtiment,Combien de feux ouverts ?,Piscine,Salles de bains,Toilettes,Dressing,Cave,Bureau,Salon,Parkings intérieurs,Parkings extérieurs,Salle à manger,Salles de douche,Buanderie,Année de construction,id,transactionType,type,subtype,zip,price,état
151,None,3,Non,Hyper équipée,None,Oui,None,None,Excellent état,None,None,None,1,Non,None,None,None,None,None,None,None,None,None,9175321,for sale,house,house,3200,327000,as new
285,316,2,None,None,None,None,20,2,Bon,None,None,1,None,None,None,None,None,None,2,None,None,None,1960,9295236,for sale,house,house,3200,285000,good
180,997,3,Non,None,None,None,None,4,Bon,None,None,1,None,None,None,None,None,None,None,Oui,None,None,2014,9307359,for sale,house,house,3200,650000,good
170,245,4,Non,None,245,None,None,2,Bon,None,None,1,None,None,None,None,None,None,None,Oui,None,None,1935,9300927,for sale,house,house,3200,249000,good
None,11,5,Non,Équipée,None,None,16,2,Bon,None,None,1,2,None,None,None,None,None,None,None,None,None,1967,9156197,for sale,house,house,3200,278000,good
None,1077,3,Non,Semi-équipée,None,None,None,3,À rénover,None,None,1,2,None,None,None,None,2,None,None,None,None,1956,9293738,for sale,house,house,3200,249000,to renovate
184,869,4,None,Équipée,600,None,7,4,Bon,1,None,1,1,Oui,None,None,None,1,4,None,1,Oui,1958,9104479,for sale,house,house,3200,310000,good
252,475,4,Non,Équipée,None,Oui,None,2,Bon,None,None,2,3,None,None,None,Oui,2,2,Oui,None,Oui,1978,9265849,for sale,house,house,3200,387000,good
230,233,3,Non,Équipée,None,None,None,2,None,None,None,2,2,Non,None,Non,None,1,2,None,1,None,1972,9304620,for sale,house,town house,3200,325000,None
None,351,2,Non,Équipée,None,None,None,3,Bon,None,None,1,1,Non,None,Non,None,4,4,None,None,None,1999,9246484,for sale,house,apartment block,3200,876000,good
160,274,4,Non,Équipée,None,None,None,3,None,None,None,1,2,Non,None,Non,None,None,None,None,None,None,None,9270479,for sale,house,house,3200,279000,None
None,257,None,Non,Équipée,None,None,None,3,Bon,None,None,5,5,Non,None,Non,None,None,3,None,None,None,None,9201241,for sale,house,apartment block,3200,890000,good
190,269,3,Non,Équipée,265,None,None,None,None,None,None,1,2,Non,None,Non,None,1,None,None,None,None,2021,8638694,for sale,house,house,3200,318264,None
174,518,3,Non,Équipée,518,None,None,None,None,None,None,1,2,Non,None,Non,None,None,None,None,None,None,2022,7034256,for sale,house,house,3200,391913,None
121,342,3,Non,Équipée,342,None,None,None,None,None,None,1,2,Non,None,Non,None,None,None,None,None,None,2022,7034261,for sale,house,house,3200,341971,None
184,416,3,Non,Équipée,416,None,None,None,None,None,None,2,2,Non,None,Non,None,1,None,None,None,None,2022,7034255,for sale,house,house,3200,371062,None
None,1591,3,Non,Hyper équipée,None,None,50,3,None,None,None,1,2,None,None,None,None,1,5,None,None,None,1973,9284627,for sale,house,house,3200,397000,None
155,477,3,Non,Équipée,477,None,None,None,None,None,None,2,2,Non,None,Non,None,None,None,None,None,None,2022,7034252,for sale,house,house,3200,366799,None
212,660,3,Non,None,None,None,None,3,Excellent état,None,None,2,2,Non,None,Non,None,None,None,None,None,None,None,9176402,for sale,house,house,3200,364348,as new
260,799,5,Non,None,None,None,None,3,Excellent état,None,None,None,None,Non,None,Non,None,None,None,None,None,None,2021,9054266,for sale,house,house,3200,289000,as new
None,61,2,Non,None,None,None,None,None,À rénover,None,None,None,None,Non,None,Non,None,None,None,None,None,None,None,9133267,for sale,house,house,3200,118900,to renovate
None,480,3,None,None,None,None,None,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8591715,for sale,house,house,3200,379000,None
None,None,None,None,None,None,None,None,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9285602,for sale,house,mixed use building,3200,700000,None
None,437,3,None,None,None,None,None,None,None,None,None,None,None,Non,None,Non,None,None,None,None,None,None,None,9168786,for sale,house,house,3200,289775,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9165750,for sale,house group,house group,5590,295500 - 322800,None
233,736,3,Non,Américaine hyper-équipée,736,None,30,4,Excellent état,None,None,1,3,Non,Oui,Non,None,1,4,None,None,None,1988,9121505,for sale,house,house,5590,359000,as new
170,900,4,None,None,600,None,None,3,Excellent état,None,None,1,2,None,None,None,None,None,3,None,None,None,2019,9303332,for sale,house,house,5590,339000,as new
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9202128,for sale,house group,house group,5590,295500 - 322800,None
None,564,4,None,None,533,None,None,4,Excellent état,None,None,1,2,None,None,None,Oui,1,None,Oui,None,Oui,2021,9279184,for sale,house,house,5590,295500,as new
206,600,4,Non,Hyper équipée,640,Oui,None,None,Excellent état,None,None,None,2,Non,Oui,None,None,None,None,None,None,None,None,9235639,for sale,house,house,5590,330000,as new
155,457,5,None,None,None,None,None,3,Bon,None,None,1,3,None,Oui,Oui,None,1,4,None,None,None,1955,9266100,for sale,house,house,5590,299000,good
115,113,2,None,Américaine semi-équipée,None,None,20,3,Bon,None,None,1,2,None,None,Oui,None,None,None,None,None,None,None,9282934,for sale,house,house,5590,170000,good
None,803,4,None,None,736,None,None,4,Excellent état,None,None,1,2,None,None,None,Oui,1,None,Oui,1,Oui,2021,9279248,for sale,house,house,5590,295500,as new
None,597,4,None,None,531,None,None,4,Excellent état,None,None,1,2,None,None,None,Oui,1,None,Oui,1,Oui,2021,9279204,for sale,house,house,5590,297600,as new
136,500,4,None,None,None,None,None,3,Bon,None,None,1,2,None,None,None,None,None,None,None,None,None,None,9179052,for sale,house,house,5590,199000,good
None,861,4,None,None,790,None,None,4,Excellent état,None,None,1,2,None,None,None,Oui,1,None,Oui,1,Oui,2021,9279242,for sale,house,house,5590,322800,as new
115,1213,3,None,None,None,Oui,None,4,Excellent état,None,None,2,2,None,None,None,None,None,None,None,None,None,None,9313930,for sale,house,house,5590,273200,as new
None,1234,3,None,Équipée,None,None,None,4,None,None,None,None,None,None,Oui,None,Oui,1,None,Oui,1,None,None,9286828,for sale,house,house,5590,110000,None
None,170,5,None,None,None,None,None,2,None,None,None,None,None,None,Oui,None,Oui,None,None,Oui,None,None,None,9295895,for sale,house,house,5590,45000,None
161,631,4,Non,None,None,None,None,4,Excellent état,None,None,1,2,None,None,None,Oui,1,None,Oui,None,Oui,2019,8474525,for sale,house,house,5590,295500,as new
104,104,4,None,Hyper équipée,34,None,17,2,Excellent état,None,None,1,None,Oui,None,None,None,None,None,Oui,None,Oui,1918,9269964,for sale,house,house,5590,220000,as new
300,257,3,Non,Équipée,90,Oui,None,2,Bon,None,None,None,None,None,None,Oui,Oui,None,None,Oui,None,Oui,None,9207389,for sale,house,mixed use building,5590,275000,good
None,860,4,None,None,793,None,None,4,Excellent état,None,None,1,2,None,None,None,Oui,1,None,Oui,1,Oui,2021,9279257,for sale,house,house,5590,322800,as new
None,None,None,Non,None,None,None,None,None,Excellent état,None,None,None,None,None,Oui,None,None,None,None,None,None,None,2013,9175356,for sale,house,apartment block,5590,630000,as new
None,864,4,None,None,797,None,None,4,None,None,None,1,2,None,None,None,Oui,1,None,Oui,1,Oui,2021,9279229,for sale,house,house,5590,297600,None
None,780,4,None,None,709,None,None,4,None,None,None,1,2,None,None,None,Oui,1,None,Oui,1,Oui,2021,9279221,for sale,house,villa,5590,322800,None
None,1350,4,Non,None,None,None,None,None,None,None,None,None,None,Non,None,Non,None,None,None,None,None,None,None,9296533,for sale,house,house,5590,293200,None
151,1096,4,Non,Équipée,None,Oui,None,4,Bon,None,None,1,1,None,Oui,Oui,None,1,2,None,1,None,None,9305070,for sale,house,villa,5590,270000,good
160,207,4,None,Semi-équipée,100,Oui,None,2,À rénover,None,None,1,1,None,Oui,Oui,None,None,None,None,None,None,1930,9256636,for sale,house,mansion,5590,259000,to renovate
None,1018,3,Non,None,None,None,None,4,Excellent état,None,None,1,2,None,None,None,Oui,None,None,Oui,1,Oui,None,9316722,for sale,house,house,5590,325741,as new
240,542,3,Non,Semi-équipée,542,Oui,None,3,None,None,None,None,None,None,Oui,None,None,2,None,None,1,None,None,9307751,for sale,house,house,5590,315000,None
107,575,2,None,None,None,None,None,None,À rafraîchir,None,None,None,None,None,Oui,None,Oui,None,None,Oui,None,None,None,9260012,for sale,house,house,5590,175000,to be done up
125,2160,2,Non,Équipée,2160,Oui,None,4,None,None,None,1,3,None,None,None,None,None,2,Oui,1,None,None,9202341,for sale,house,villa,5590,295000,None
120,1478,3,Non,Équipée,1478,Oui,None,4,None,None,None,None,1,None,Oui,None,None,1,None,None,1,None,None,9227409,for sale,house,villa,5590,299000,None
279,935,4,None,Équipée,None,None,12,4,None,None,None,3,3,None,None,None,None,None,None,None,None,None,None,9295855,for sale,house,house,5590,365000,None
None,961,4,None,Équipée,None,None,None,4,None,None,None,1,None,None,Oui,None,Oui,1,None,Oui,None,None,None,9255972,for sale,house,house,5590,225000,None
None,813,6,None,None,None,None,None,3,None,None,None,4,None,None,Oui,None,Oui,None,None,Oui,None,None,None,8923918,for sale,house,house,5590,245000,None
None,None,3,None,Équipée,None,None,None,None,None,None,None,None,None,None,Oui,None,Oui,None,None,Oui,None,None,None,9272058,for sale,house,house,5590,250000,None
None,509,3,None,None,None,None,None,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9169994,for sale,house,house,5590,199000,None
None,681,4,None,None,None,None,None,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9194005,for sale,house,house,5590,247000,None
175,385,2,Non,Équipée,100,None,20,3,Excellent état,None,None,1,3,None,Oui,None,None,1,1,Oui,1,None,1960,9296987,for sale,house,house,6250,199000,as new
110,378,3,Non,Pas équipée,250,None,None,3,À rénover,None,None,1,1,None,Oui,None,None,None,1,Oui,1,None,None,9302944,for sale,house,house,6250,125000,to renovate
None,632,3,Non,None,None,None,None,4,None,None,None,1,None,None,Oui,None,None,1,None,None,None,None,None,9215822,for sale,house,house,6250,219000,None
125,296,3,None,Équipée,None,None,None,2,Bon,None,None,1,1,None,Oui,None,None,1,3,None,None,None,None,9130119,for sale,house,house,6250,240000,good
173,1100,5,Non,Équipée,None,None,None,4,Excellent état,None,None,1,2,Non,None,Non,None,None,None,None,None,Oui,None,9226211,for sale,house,house,6250,349000,as new
None,105,2,Non,None,None,None,None,2,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,9229889,for sale,house,house,6250,100000,None
None,110,2,Non,None,None,None,None,3,None,None,None,1,None,None,Oui,None,None,None,None,None,None,None,None,9256444,for sale,house,house,6250,150000,None
182,360,4,None,None,None,Oui,None,2,Bon,None,None,1,None,None,None,None,None,None,None,None,None,None,None,9034649,for sale,house,house,6250,199000,good
200,800,4,Non,Équipée,600,None,20,3,None,None,None,2,2,None,None,None,None,None,None,None,None,None,2005,9089834,for sale,house,house,6250,298000,None
None,1411,5,None,None,None,None,None,None,None,None,None,1,None,None,Oui,None,Oui,None,None,Oui,None,None,None,9281271,for sale,house,house,6250,100000,None
None,820,4,None,Équipée,None,None,None,None,None,None,None,1,None,None,Oui,Oui,None,None,None,Oui,None,None,None,9281273,for sale,house,house,6250,110000,None
None,None,4,None,None,None,None,None,4,Excellent état,None,None,1,None,None,None,None,None,None,None,None,None,None,None,9222182,for sale,house,villa,6250,425000,as new
457,2400,10,Non,None,None,None,None,None,None,None,None,2,5,None,None,None,None,1,6,None,2,None,None,9317027,for sale,house,house,6250,485000,None
356,975,4,Non,Hyper équipée,530,Oui,None,4,Excellent état,1,None,2,2,None,None,None,Oui,2,2,Oui,None,Oui,1997,9311717,for sale,house,villa,6250,470000,as new
125,146,3,Non,Semi-équipée,50,Oui,None,2,À rafraîchir,None,None,1,1,None,Oui,None,None,None,1,Oui,None,None,1950,8824389,for sale,house,house,6250,119000,to be done up
180,250,4,Non,Pas équipée,125,None,50,3,Fraîchement rénové,None,None,1,1,None,None,None,None,1,1,Oui,None,Oui,None,9186930,for sale,house,house,6250,199800,just renovated
330,2080,4,None,Équipée,None,None,48,4,None,None,None,1,2,None,Oui,None,None,None,None,None,1,None,None,9309724,for sale,house,house,6250,495000,None
132,950,3,Non,None,None,None,None,4,Bon,None,None,1,1,None,None,None,None,1,1,None,None,None,None,9252190,for sale,house,villa,6250,40000,good
240,291,3,Non,None,None,Oui,None,2,Excellent état,None,None,1,None,None,None,None,None,1,1,None,None,None,None,8794186,for sale,house,house,6250,261415,as new
183,915,3,None,Équipée,None,Oui,None,4,Bon,None,None,1,None,None,None,None,None,None,None,None,None,None,1992,9212273,for sale,house,villa,6250,349000,good
128,380,2,None,Pas équipée,300,None,None,3,À rafraîchir,None,None,1,1,None,Oui,None,None,1,None,Oui,1,None,None,9185694,for sale,house,house,6250,127000,to be done up
116,194,2,None,Équipée,None,None,None,None,Bon,None,None,1,1,None,Oui,None,None,1,None,None,None,None,None,9248065,for sale,house,house,6250,135000,good
100,500,2,Non,Semi-équipée,400,Oui,None,3,À rénover,None,None,1,2,None,None,None,None,1,3,Oui,None,None,None,9236472,for sale,house,house,6250,115000,to renovate
115,None,3,None,Équipée,None,None,None,2,Bon,None,None,1,1,None,Oui,None,None,None,None,None,None,None,None,9075602,for sale,house,house,6250,109000,good
140,235,2,None,None,None,Oui,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9108217,for sale,house,house,6250,120000,None
385,2400,4,Non,None,None,None,90,4,Excellent état,None,None,1,None,None,None,None,None,2,None,None,None,None,2019,9124842,for sale,house,villa,6250,680000,as new
None,250,2,None,Équipée,None,None,30,2,Bon,None,None,1,1,Oui,Oui,Oui,None,3,None,None,None,None,None,9144523,for sale,house,house,6250,199000,good
None,None,None,None,None,None,None,None,3,Bon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8938599,for sale,house,mixed use building,6250,125000,good
None,200,3,None,Hyper équipée,None,None,None,2,Bon,None,None,1,None,None,Oui,None,Oui,None,None,Oui,None,Oui,None,9293377,for sale,house,house,6250,145000,good
102,68,2,None,None,None,None,None,3,À rafraîchir,None,None,1,None,None,None,None,None,None,None,None,None,None,None,9251016,for sale,house,mixed use building,6250,85000,to be done up
None,None,2,None,None,None,None,25,4,Bon,None,None,None,None,None,None,None,None,1,None,None,None,None,None,9186475,for sale,house,house,6250,249000,good
206,367,3,Non,Équipée,None,Oui,None,2,Bon,None,None,1,1,None,None,None,None,1,None,None,None,None,None,9285154,for sale,house,house,7640,240000,good
308,2880,7,Non,None,None,None,None,4,À rénover,None,None,1,2,Non,Oui,Non,None,1,None,None,None,None,None,9121807,for sale,house,country cottage,7640,399000,to renovate
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7541446,for sale,house group,house group,7640,222000 - 222000,None
134,None,2,Non,Semi-équipée,None,None,None,2,À rénover,None,None,None,1,None,Oui,None,None,None,None,None,1,None,None,9282532,for sale,house,house,7640,295000,to renovate
180,187,3,None,Équipée,None,None,35,2,Bon,1,None,1,1,None,Oui,Oui,None,None,1,None,None,None,None,9250937,for sale,house,house,7640,210000,good
108,85,2,None,Équipée,None,None,None,None,À rafraîchir,None,None,None,2,None,Oui,Oui,None,None,None,None,1,None,None,9148253,for sale,house,house,7640,113000,to be done up
140,2530,4,None,Équipée,None,None,None,4,Excellent état,None,None,1,None,None,None,None,Oui,1,None,Oui,None,Oui,2007,9017598,for sale,house,villa,7640,250000,as new
130,2812,3,None,None,None,None,None,4,À rénover,None,None,1,None,None,Oui,None,Oui,None,None,Oui,None,None,None,9245540,for sale,house,house,7640,184000,to renovate
