Surface habitable,Surface du terrain,Chambres,Meublé,Type de cuisine,Surface du jardin,Terrasse,Surface de la terrasse,Nombre de façades,État du bâtiment,Combien de feux ouverts ?,Piscine,Salles de bains,Toilettes,Dressing,Cave,Bureau,Salon,Parkings intérieurs,Parkings extérieurs,Salle à manger,Salles de douche,Buanderie,Année de construction,id,transactionType,type,subtype,zip,price,état
850,49470,10,None,None,None,Oui,None,4,Excellent état,None,None,6,None,None,Oui,Oui,None,2,None,None,None,None,None,8907818,for sale,house,exceptional property,1404,2700000,as new
153,1640,4,Non,Semi-équipée,None,None,None,4,À rénover,None,None,None,2,None,None,None,None,2,None,None,1,None,1960,9277296,for sale,house,house,6850,199000,to renovate
180,7166,5,Non,Pas équipée,None,None,None,4,À rénover,None,None,None,None,None,Oui,None,None,1,None,None,None,None,None,9283255,for sale,house,house,6850,159000,to renovate
330,654,5,Non,Semi-équipée,None,None,None,4,Bon,None,None,1,2,None,None,None,None,2,None,None,None,Oui,1963,9187210,for sale,house,house,6850,225000,good
580,1500,13,None,None,None,None,None,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9221167,for sale,house,apartment block,6850,530000,None
143,1532,5,Non,Équipée,None,Oui,None,4,None,None,None,1,2,None,None,None,None,1,None,None,None,None,1988,8720707,for sale,house,house,6850,265000,None
106,450,3,Non,Pas équipée,None,Oui,None,3,None,None,None,None,2,None,Oui,None,None,1,None,None,1,None,None,8801470,for sale,house,house,6850,215000,None
106,450,3,Non,Pas équipée,None,Oui,None,3,None,None,None,None,2,None,Oui,None,None,1,None,None,1,None,None,8801471,for sale,house,house,6850,220000,None
97,None,2,Non,None,None,None,None,2,Excellent état,None,None,1,None,None,None,None,None,None,1,None,None,None,None,8960056,for sale,house,house,6850,229000,as new
None,220,2,None,None,None,None,None,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9148052,for sale,house,house,6850,165000,None
None,220,2,None,None,None,None,None,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9148050,for sale,house,house,6850,122500,None
120,400,2,Non,Pas équipée,None,None,None,3,À restaurer,None,None,1,1,None,None,None,None,1,1,None,None,None,1964,9247239,for sale,house,house,4987,120000,to restore
None,None,2,Non,Pas équipée,500,None,None,3,À rénover,None,None,1,1,None,None,None,None,None,None,None,None,None,None,9306452,for sale,house,house,4987,165000,to renovate
150,978,3,Non,None,None,None,None,4,Excellent état,None,None,1,None,None,None,None,None,None,2,None,None,None,None,9236787,for sale,house,house,4987,281300,as new
None,7690,5,Non,Équipée,None,None,None,4,À rafraîchir,None,None,1,3,Oui,Oui,Oui,Oui,None,None,Oui,1,None,1939,9135478,for sale,house,house,4987,470000,to be done up
475,5886,11,Oui,Équipée,None,None,None,3,À rafraîchir,1,None,3,5,None,None,None,None,None,8,None,2,None,None,8967324,for sale,house,mixed use building,4987,435000,to be done up
475,5856,11,Oui,Équipée,None,Oui,None,3,À rafraîchir,1,None,3,5,None,None,None,None,None,8,None,2,None,None,8736494,for sale,house,house,4987,435000,to be done up
240,1115,5,None,Pas équipée,None,Oui,None,3,À rénover,None,None,1,2,None,Oui,None,None,2,3,None,None,None,None,8603803,for sale,house,house,4987,260000,to renovate
None,None,2,Non,None,None,None,None,4,Bon,1,None,1,2,Non,None,Oui,None,1,None,None,1,Oui,1978,9316668,for sale,house,villa,4987,335000,good
None,None,2,None,None,None,None,None,2,None,None,None,1,None,None,None,None,Oui,1,None,None,None,None,None,9289821,for sale,house,house,5022,135000,None
208,209,5,Non,Semi-équipée,None,None,117,3,À rénover,None,None,1,3,None,Oui,None,None,None,None,None,1,None,1932,9250010,for sale,house,house,4920,215000,to renovate
175,440,3,Non,Équipée,175,None,15,4,Fraîchement rénové,None,None,1,1,None,Oui,Oui,None,1,1,None,1,None,1980,9241619,for sale,house,house,4460,239000,just renovated
130,222,4,None,Équipée,None,None,70,3,Excellent état,None,None,None,1,None,None,None,None,None,2,None,1,None,2017,9312278,for sale,house,house,4218,250000,as new
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9312222,for sale,house group,house group,7180,265979 - 337063,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6769648,for sale,house group,house group,6150,290372 - 290372,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6769622,for sale,house group,house group,5020,384572 - 399950,None
300,90,5,Non,Pas équipée,30,None,12,2,À rénover,None,None,1,2,None,None,Oui,None,None,None,None,None,None,1910,9302481,for sale,house,apartment block,1000,425000,to renovate
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9312733,for sale,house group,house group,2812,428600 - 460800,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9312182,for sale,house group,house group,7181,442094 - 518196,None
300,213,7,Non,Pas équipée,105,None,25,2,À rénover,None,None,2,3,None,None,Oui,None,None,None,Oui,2,Oui,1880,9310799,for sale,house,mansion,5580,290000,to renovate
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9309241,for sale,house group,house group,1357,281000 - 313500,None
130,250,2,Oui,Américaine hyper-équipée,70,None,10,3,Excellent état,None,None,2,2,None,Oui,None,None,1,3,Oui,None,None,1960,9310259,for sale,house,house,1600,430000,as new
164,290,3,None,Américaine hyper-équipée,200,None,24,3,Excellent état,None,None,2,3,None,Oui,None,None,None,None,None,1,None,1920,9310094,for sale,house,house,1150,675000,as new
510,439,6,Non,Américaine hyper-équipée,240,None,10,2,À rafraîchir,None,None,4,3,None,Oui,Oui,None,None,2,Oui,2,None,1920,9112660,for sale,house,mansion,1180,1590000,to be done up
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6792221,for sale,house group,house group,1300,no price,None
198,239,6,None,Hyper équipée,150,None,40,2,Bon,None,None,2,1,None,None,None,None,None,None,Oui,1,None,1919,9307116,for sale,house,house,7911,199000,good
270,2355,3,None,Équipée,2000,None,25,4,Excellent état,None,None,1,3,Oui,None,Oui,None,2,1,Oui,2,Oui,1992,9308022,for sale,house,mixed use building,4621,415000,as new
225,601,5,Non,Américaine hyper-équipée,400,None,40,2,Excellent état,None,None,3,2,None,None,Oui,None,1,2,None,1,None,2010,9307178,for sale,house,house,1460,465000,as new
225,601,5,Non,Américaine hyper-équipée,400,None,40,2,Excellent état,None,None,3,2,None,None,Oui,None,1,2,None,1,None,2010,9307177,for sale,house,house,1480,465000,as new
308,2093,4,None,Hyper équipée,2000,None,25,4,Bon,None,None,1,2,None,Oui,None,None,2,2,Oui,1,None,1993,9307136,for sale,house,villa,1300,995000,good
208,1500,5,Non,Équipée,1400,None,None,4,Bon,None,None,2,2,Oui,None,Oui,None,1,3,None,None,None,1960,9314954,for sale,house,villa,5020,325000,good
510,1061,4,Non,Semi-équipée,None,None,None,4,Bon,1,None,2,3,None,Oui,None,None,None,5,None,None,None,1991,9314233,for sale,house,house,9660,425000,good
120,484,3,Non,Pas équipée,280,None,13,2,À rénover,None,None,1,1,None,Oui,None,None,1,None,Oui,1,None,1935,9304877,for sale,house,house,4340,169000,to renovate
352,690,7,Non,Équipée,550,None,None,4,Excellent état,None,None,2,2,None,None,Oui,None,None,None,None,2,None,1920,9304966,for sale,house,apartment block,6040,249900,as new
104,49,3,Oui,Équipée,None,None,6,2,Bon,None,None,1,1,None,Oui,None,None,None,None,None,None,None,1850,9305548,for sale,house,house,3000,395000,good
330,893,4,None,Équipée,450,Oui,None,2,Excellent état,1,None,3,3,None,Oui,None,None,2,None,None,None,None,1900,9305612,for sale,house,house,4530,449000,as new
170,710,5,Non,Équipée,400,None,25,4,Bon,1,None,1,2,None,None,Oui,None,None,3,None,None,Oui,1978,9305236,for sale,house,house,1421,475000,good
365,140,5,Non,Hyper équipée,36,None,10,2,À rafraîchir,None,None,4,5,None,Oui,Oui,None,None,None,Oui,1,None,1912,9289965,for sale,house,exceptional property,1050,1170000,to be done up
125,200,3,Non,Pas équipée,None,None,12,2,Bon,None,None,1,2,None,Oui,None,None,None,None,Oui,1,None,1910,9311199,for sale,house,house,6000,119000,good
119,950,2,Non,Pas équipée,800,None,15,4,À rénover,None,None,1,1,None,Oui,None,Oui,1,2,None,None,None,1974,9313075,for sale,house,villa,6210,199000,to renovate
142,751,3,Non,Hyper équipée,450,None,15,3,Excellent état,None,None,1,2,None,None,None,None,1,4,None,None,None,2018,9313077,for sale,house,villa,7750,329990,as new
178,755,3,Non,Semi-équipée,565,None,None,3,À rénover,None,None,1,1,None,Oui,None,None,1,3,None,None,None,1957,9218331,for sale,house,house,2880,348000,to renovate
220,735,4,Non,Américaine hyper-équipée,600,Oui,None,4,Excellent état,None,None,2,2,None,None,Oui,None,1,2,None,1,None,2004,9311515,for sale,house,house,1300,599000,as new
140,171,4,Non,Équipée,55,Oui,None,2,Bon,None,None,2,2,None,Oui,Oui,None,None,None,None,1,None,1960,9311497,for sale,house,house,1150,600000,good
300,290,5,Non,Équipée,190,None,20,2,À rénover,None,None,1,4,None,None,Oui,None,2,2,Oui,1,None,1972,9311594,for sale,house,town house,1190,600000,to renovate
300,230,4,Non,None,None,None,4,2,À rénover,None,None,3,3,None,Oui,Oui,None,1,2,None,3,None,1950,9312505,for sale,house,house,1180,685000,to renovate
170,239,3,Non,Équipée,None,Oui,None,None,Bon,None,None,1,2,None,None,None,None,1,None,None,None,None,1933,9315076,for sale,house,house,8790,315000,good
170,239,3,Non,Équipée,None,Oui,None,None,Bon,None,None,1,2,None,None,None,None,1,None,None,None,None,1933,9315075,for sale,house,house,8792,315000,good
100,251,3,Non,Semi-équipée,167,None,42,2,Bon,None,None,1,1,Non,None,Non,None,1,None,Oui,None,None,1964,9310054,for sale,house,house,4432,190000,good
125,189,2,Non,Semi-équipée,None,None,10,3,Excellent état,None,None,2,2,None,None,None,None,1,2,Oui,2,None,2016,9304417,for sale,house,house,7390,190000,as new
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9304161,for sale,house group,house group,9000,261440 - 379000,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9304162,for sale,house group,house group,9052,261440 - 379000,None
218,350,3,Non,Américaine hyper-équipée,221,None,24,3,Excellent état,None,None,1,2,Oui,None,Oui,None,None,2,Oui,None,Oui,2013,9303272,for sale,house,house,1560,520000,as new
235,486,4,Non,Équipée,274,None,40,3,Bon,None,None,1,2,Oui,None,Oui,None,2,None,Oui,None,None,1918,9314387,for sale,house,house,7390,320000,good
121,216,3,Non,Équipée,None,None,15,2,Bon,None,None,1,2,None,None,None,None,1,1,None,1,None,2017,9301833,for sale,house,house,6750,305000,good
140,2013,4,Non,Hyper équipée,1300,None,40,4,À rafraîchir,None,None,1,2,None,None,None,None,1,4,Oui,1,None,1994,9300487,for sale,house,house,4470,335000,to be done up
130,816,3,Non,Hyper équipée,450,None,50,4,Excellent état,None,None,1,2,None,None,None,None,1,None,None,None,Oui,2014,9302058,for sale,house,house,1300,520000,as new
120,977,3,Non,Semi-équipée,900,None,20,3,Bon,None,None,1,1,None,None,None,None,None,None,Oui,None,None,1850,9309155,for sale,house,house,4480,195000,good
156,410,3,Non,Équipée,None,None,None,2,Bon,None,None,1,2,None,Oui,None,None,1,None,None,None,None,1955,9310168,for sale,house,house,1500,369000,good
156,410,3,Non,Équipée,None,None,None,2,Bon,None,None,1,2,None,Oui,None,None,1,None,None,None,None,1955,9310167,for sale,house,house,1501,369000,good
180,115,3,Non,Semi-équipée,None,None,45,2,À rénover,None,None,1,2,None,Oui,None,None,None,None,None,None,None,1920,9309274,for sale,house,house,1040,469000,to renovate
294,408,5,None,Équipée,250,None,25,3,Excellent état,None,None,1,2,None,None,None,None,1,3,Oui,None,None,2003,9310050,for sale,house,house,3053,495000,as new
147,656,3,Non,Semi-équipée,None,None,None,3,Bon,None,None,1,1,None,None,None,None,1,1,None,None,Oui,1959,9312099,for sale,house,town house,4020,240000,good
240,110,4,Non,Américaine hyper-équipée,25,None,25,2,À rénover,None,None,2,2,None,Oui,Oui,None,1,1,Oui,1,None,1930,9315230,for sale,house,house,1190,449000,to renovate
158,380,2,Non,Pas équipée,290,None,30,2,Bon,None,None,1,2,None,Oui,Oui,None,None,None,None,1,None,1920,9299356,for sale,house,house,6238,219900,good
135,242,4,Non,Équipée,150,Oui,None,2,Excellent état,None,None,2,2,None,None,None,None,1,None,None,None,None,1931,9121717,for sale,house,town house,4800,229000,as new
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9298881,for sale,house group,house group,8570,295000 - 299000,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9299123,for sale,house group,house group,1350,335000 - 475900,None
270,550,3,Oui,Hyper équipée,350,None,40,3,Excellent état,None,None,1,2,Oui,None,Oui,None,3,1,Oui,1,None,2020,9055596,for sale,house,house,4000,415000,as new
270,550,3,Oui,Hyper équipée,350,None,40,3,Excellent état,None,None,1,2,Oui,None,Oui,None,3,1,Oui,1,Oui,2020,8759756,for sale,house,house,4000,415000,as new
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,9298532,for sale,house group,house group,1180,695000 - 695000,None
485,251,6,Non,Hyper équipée,None,None,16,2,Excellent état,None,None,3,4,None,Oui,Oui,None,1,None,None,None,None,1967,8856902,for sale,house,house,1150,990000,as new
130,470,4,Non,Hyper équipée,350,None,50,3,Bon,None,None,1,3,None,Oui,Oui,None,1,None,None,1,None,1970,9308397,for sale,house,house,1601,450000,good
172,1400,3,Non,Hyper équipée,None,None,50,4,Excellent état,None,None,1,1,None,None,Oui,None,1,1,None,None,None,2020,9308347,for sale,house,house,7170,499000,as new
195,695,4,None,Américaine hyper-équipée,695,Oui,None,4,Excellent état,None,None,2,3,None,None,None,None,1,5,None,2,None,1955,9306851,for sale,house,villa,8300,3175000,as new
250,250,5,Oui,Hyper équipée,None,None,20,2,Excellent état,None,None,4,5,None,None,None,None,None,None,None,1,None,1800,9314101,for sale,house,apartment block,1000,895000,as new
175,278,3,Non,Pas équipée,None,None,None,3,À rénover,None,None,1,3,None,None,None,Oui,None,7,None,1,None,1909,9304875,for sale,house,mixed use building,4020,265000,to renovate
400,160,6,None,Semi-équipée,300,Oui,None,2,À rafraîchir,None,None,2,3,None,Oui,None,None,1,None,Oui,None,None,1931,9305919,for sale,house,house,4500,290000,to be done up
185,187,4,None,Pas équipée,None,None,20,3,Bon,None,None,1,2,None,Oui,Oui,None,1,None,None,None,None,1953,9305902,for sale,house,house,4500,375000,good
200,447,3,Non,Semi-équipée,300,None,None,3,Fraîchement rénové,1,None,1,2,None,None,None,None,1,1,None,None,Oui,1977,9249928,for sale,house,house,2830,420000,just renovated
142,100,4,None,Pas équipée,None,Oui,None,3,À rénover,None,None,1,2,None,None,None,None,None,None,Oui,None,None,1923,9258710,for sale,house,house,4800,149000,to renovate
220,147,3,Non,Américaine hyper-équipée,50,None,50,2,Excellent état,None,None,2,2,None,None,None,None,1,2,None,2,None,2007,9313076,for sale,house,apartment block,6180,299000,as new
850,15000,11,Non,Équipée,None,Oui,None,4,À rénover,None,None,3,3,None,Oui,Oui,Oui,3,10,None,1,None,1910,9312086,for sale,house,castle,4850,1275000,to renovate
175,440,3,Non,Équipée,None,Oui,None,4,Fraîchement rénové,None,None,1,1,None,Oui,Oui,None,1,1,None,1,None,1980,9150707,for sale,house,house,4460,239000,just renovated
164,770,3,Non,Équipée,None,None,None,4,À rafraîchir,1,None,1,2,None,None,None,None,1,2,None,1,None,1974,9315168,for sale,house,house,3120,395000,to be done up
80,251,2,Non,Équipée,160,None,16,2,À rafraîchir,None,None,1,2,None,None,Oui,None,1,1,None,None,None,1976,9296951,for sale,house,house,4100,155000,to be done up
190,689,3,None,Équipée,100,None,50,3,Bon,1,None,1,2,None,None,Oui,None,1,2,Oui,1,None,1919,9269617,for sale,house,house,3090,415000,good
122,75,2,Non,Semi-équipée,None,None,None,3,Bon,None,None,1,1,None,Oui,None,None,1,None,None,1,None,1850,9303788,for sale,house,house,6061,124900,good
165,145,3,None,Américaine équipée,15,Oui,None,3,Excellent état,None,None,1,2,None,None,None,None,1,1,None,1,None,2021,9302989,for sale,house,house,4140,305000,as new
218,625,4,Non,Équipée,475,Oui,None,3,Bon,None,None,2,2,None,None,None,None,2,1,None,2,None,1920,9307159,for sale,house,apartment block,6690,189000,good
218,625,4,Non,Équipée,475,Oui,None,3,Bon,None,None,1,2,None,None,None,None,2,1,None,2,None,1920,9307158,for sale,house,house,6690,189000,good
423,221,4,Non,Hyper équipée,76,None,None,2,Bon,None,None,None,5,None,Oui,None,None,None,None,None,3,None,1874,9307332,for sale,house,mixed use building,1000,1090000,good
121,75,3,None,Équipée,None,None,13,2,Excellent état,None,None,1,2,None,None,Oui,None,None,None,Oui,None,None,None,9314039,for sale,house,house,4620,215000,as new
275,333,6,None,Hyper équipée,150,Oui,None,4,None,2,None,None,3,None,Oui,None,Oui,1,1,None,2,None,1937,9313983,for sale,house,villa,8660,415000,None
182,130,3,Non,Américaine hyper-équipée,40,None,6,2,Excellent état,None,None,1,2,None,Oui,Oui,None,None,None,Oui,None,None,None,9314085,for sale,house,house,1140,440000,as new
165,183,4,Non,Pas équipée,96,None,None,3,À rénover,None,None,1,2,None,Oui,None,None,None,None,None,None,None,1918,9296305,for sale,house,house,4000,160000,to renovate
140,70,4,Non,Équipée,None,None,None,2,Fraîchement rénové,None,None,1,1,None,Oui,None,None,None,None,None,None,None,1930,9295040,for sale,house,house,9600,179900,just renovated
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,9295163,for sale,house group,house group,6230,292000 - 345000,None
180,290,3,Non,Hyper équipée,60,None,15,3,Fraîchement rénové,None,None,2,2,None,None,None,None,1,None,None,None,None,1966,9295065,for sale,house,house,8500,420000,just renovated
540,1360,3,Non,Équipée,300,None,None,4,À rénover,None,None,2,2,None,Oui,None,None,None,None,None,None,None,1850,9295915,for sale,house,farmhouse,4821,520000,to renovate
212,300,5,Non,None,174,None,None,3,Excellent état,None,None,1,2,Oui,None,None,None,1,2,Oui,1,Oui,2020,9310847,for sale,house,house,1933,529000,as new
155,320,3,Non,Semi-équipée,None,None,None,3,À rénover,None,None,1,1,None,None,None,None,None,None,Oui,None,None,1899,9300496,for sale,house,house,7880,155000,to renovate
105,258,3,Non,Semi-équipée,None,None,None,2,Bon,None,None,1,2,Non,None,Non,None,2,3,Oui,1,Oui,1970,9302655,for sale,house,house,5030,215000,good
110,940,3,None,Semi-équipée,None,None,20,4,À rénover,None,None,1,1,None,None,None,None,1,2,Oui,None,None,1965,9302228,for sale,house,house,1370,275000,to renovate
150,681,4,Non,Équipée,681,None,30,3,Bon,None,None,2,2,Non,Oui,Non,None,1,1,None,None,None,1973,9302113,for sale,house,house,6900,279000,good
270,750,4,Non,Équipée,None,Oui,None,4,Excellent état,None,None,1,2,Oui,Oui,Oui,Oui,2,2,Oui,None,Oui,2008,9091235,for sale,house,villa,6280,380000,as new
331,2075,5,Non,Équipée,None,Oui,None,2,Excellent état,None,None,2,3,None,Oui,Oui,None,1,3,Oui,1,None,1930,9300941,for sale,house,house,6730,420000,as new
160,864,4,Non,Équipée,600,Oui,None,4,Bon,None,None,1,2,None,None,None,None,2,2,Oui,1,None,1988,9300688,for sale,house,villa,1410,500000,good
230,200,4,Non,Semi-équipée,120,None,6,2,À rafraîchir,None,None,3,2,None,None,None,None,1,None,None,None,None,1930,9300553,for sale,house,house,1190,580000,to be done up
600,1733,10,Non,Semi-équipée,1400,None,105,4,À rénover,None,None,5,3,None,None,Oui,Oui,None,27,Oui,None,None,1900,9302486,for sale,house,exceptional property,4800,850000,to renovate
95,380,2,Non,Équipée,None,Oui,None,2,Bon,None,None,None,2,None,None,None,None,None,None,None,1,None,1960,9305962,for sale,house,mixed use building,4100,40000,good
103,299,2,None,None,50,None,30,2,Bon,None,None,1,1,None,Oui,Oui,None,None,None,None,None,None,1970,9309861,for sale,house,house,6032,170000,good
150,192,4,Non,Américaine équipée,120,None,20,3,Bon,None,None,2,2,None,None,None,Oui,None,None,None,1,None,1900,9308886,for sale,house,house,1020,449000,good
200,314,3,Non,Équipée,None,Oui,None,3,Bon,None,None,1,2,None,None,Oui,None,3,None,None,None,None,1968,9200019,for sale,house,house,9170,335000,good
404,175,9,Non,Pas équipée,None,Oui,None,3,Bon,None,None,4,5,None,None,Oui,None,1,None,Oui,5,None,None,9311164,for sale,house,mixed use building,4000,625000,good
437,1900,4,Non,Américaine équipée,1560,None,100,4,Excellent état,None,None,2,3,None,None,Oui,None,2,14,Oui,2,None,2013,9311426,for sale,house,exceptional property,1742,970000,as new
320,485,5,Non,Hyper équipée,None,None,None,4,Excellent état,None,None,3,None,Oui,Oui,Oui,None,2,None,None,None,Oui,1973,9316646,for sale,house,villa,1410,1090000,as new
450,2500,6,Non,Hyper équipée,None,None,45,4,Excellent état,None,None,2,4,None,None,None,None,None,6,Oui,1,None,1990,9315516,for sale,house,exceptional property,1950,2550000,as new
95,1,3,Non,Semi-équipée,47,Oui,None,2,À rénover,None,None,1,1,None,None,None,None,None,None,None,1,None,1931,9292906,for sale,house,house,4101,97000,to renovate
196,830,4,Non,Américaine semi-équipée,700,Oui,None,3,À rénover,None,None,1,1,None,None,Oui,None,1,1,Oui,None,None,1930,9292909,for sale,house,mixed use building,5540,154000,to renovate
196,830,4,Non,Américaine semi-équipée,700,Oui,None,3,À rénover,None,None,1,1,None,None,Oui,None,1,1,Oui,None,None,1930,9292908,for sale,house,house,5540,154000,to renovate
150,134,3,Non,Hyper équipée,None,Oui,None,3,Bon,None,None,1,1,None,Oui,None,None,1,2,Oui,None,None,1958,9292910,for sale,house,house,4460,179000,good
162,94,3,Non,Hyper équipée,None,None,20,2,Fraîchement rénové,None,None,1,1,None,None,None,None,None,None,None,None,None,1915,9294072,for sale,house,house,9600,199900,just renovated
175,498,3,Non,Hyper équipée,90,None,10,3,Bon,None,None,1,2,None,None,Oui,None,2,3,None,None,None,1962,9293065,for sale,house,villa,9600,265000,good
257,539,3,Non,Pas équipée,430,None,None,4,None,None,None,2,2,None,Oui,Oui,None,1,2,Oui,1,None,2021,9309165,for sale,house,villa,4860,320000,None
170,428,3,None,Semi-équipée,369,None,9,3,À rafraîchir,None,None,1,1,None,None,None,None,1,None,None,None,None,1936,9299210,for sale,house,house,4520,185000,to be done up
100,489,2,None,Semi-équipée,None,None,None,4,Excellent état,None,None,None,1,None,None,None,None,None,None,None,1,None,2019,9210288,for sale,house,house,4500,195000,as new
100,489,2,None,Semi-équipée,None,None,None,4,Excellent état,None,None,None,1,None,None,None,None,None,None,None,1,None,2019,9210285,for sale,house,bungalow,4500,195000,as new
229,600,4,Non,Hyper équipée,500,None,15,3,Excellent état,None,None,1,3,None,None,None,None,1,2,Oui,2,Oui,2021,9271314,for sale,house,house,6001,325000,as new
461,861,4,Non,Semi-équipée,None,Oui,None,3,Bon,None,None,1,3,None,Oui,None,None,4,2,Oui,1,None,1993,9299154,for sale,house,house,1540,469000,good
250,178,3,None,Hyper équipée,None,None,23,2,Bon,1,None,2,3,None,None,Oui,None,None,None,None,None,None,1955,9299148,for sale,house,mixed use building,9030,600000,good
192,189,4,Non,Équipée,90,Oui,None,2,Bon,None,None,1,2,None,Oui,Oui,None,None,None,Oui,None,None,1926,9299566,for sale,house,house,1150,699000,good
220,1730,6,Oui,Semi-équipée,None,None,150,3,À rafraîchir,None,None,1,2,None,Oui,None,None,1,None,None,None,None,1874,9141499,for sale,house,country cottage,9506,535000,to be done up
253,349,4,Non,Équipée,200,None,20,3,Bon,None,None,2,3,None,Oui,Oui,None,2,2,Oui,1,None,1976,9310691,for sale,house,house,1860,595000,good
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9291021,for sale,house group,house group,2820,463000 - 486000,None
212,1207,3,Non,Équipée,1014,None,45,4,Excellent état,1,None,1,2,None,Oui,Oui,None,2,5,Oui,None,None,1991,9291020,for sale,house,villa,2960,669000,as new
308,240,4,Non,Hyper équipée,None,Oui,None,2,Bon,1,None,3,5,None,Oui,None,None,None,None,Oui,1,None,1924,9301607,for sale,house,mansion,1040,1249000,good
130,135,3,None,None,None,None,None,2,Bon,None,None,1,1,None,None,None,None,None,None,None,None,None,1915,9306140,for sale,house,house,1020,175000,good
330,217,4,Non,None,100,None,15,2,Fraîchement rénové,None,None,2,None,None,None,Oui,None,None,None,None,None,None,1930,9305835,for sale,house,house,1190,1200000,just renovated
273,1360,3,Non,Équipée,None,Oui,None,4,Bon,None,None,1,1,None,Oui,Oui,None,None,None,Oui,1,None,1850,9309409,for sale,house,house,6890,245000,good
133,429,3,Non,Semi-équipée,250,None,32,3,Bon,None,None,1,2,None,None,None,None,1,4,None,1,None,2004,9309557,for sale,house,house,8520,325000,good
240,200,5,Non,Équipée,None,None,13,2,À rénover,None,None,1,2,None,None,None,None,None,None,Oui,None,None,1945,9309706,for sale,house,house,3010,365000,to renovate
147,955,3,Non,Équipée,855,None,30,4,Excellent état,None,None,2,2,None,None,None,None,1,2,Oui,1,None,1988,9309164,for sale,house,villa,4430,382500,as new
190,633,3,Non,Équipée,None,Oui,None,4,Bon,None,None,1,2,None,Oui,None,None,None,2,Oui,None,None,1998,9309450,for sale,house,villa,8710,468000,good
350,255,7,Non,Semi-équipée,None,None,None,2,Excellent état,1,None,1,2,Non,None,Oui,Oui,2,None,None,None,None,1900,9308953,for sale,house,mansion,7130,495000,as new
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9008955,for sale,house group,house group,9000,no price,None
85,150,2,Non,Semi-équipée,35,None,None,2,À rafraîchir,None,None,1,1,None,Oui,None,None,None,None,Oui,None,None,1900,9215577,for sale,house,house,6200,80000,to be done up
180,96,3,Non,Pas équipée,None,None,None,2,À rénover,None,None,1,2,None,Oui,Oui,None,None,None,None,None,None,1850,9101462,for sale,house,mixed use building,6870,89000,to renovate
102,92,2,Non,Semi-équipée,40,None,10,2,À rénover,None,None,1,1,None,None,None,None,None,None,None,None,None,1930,9071295,for sale,house,house,9600,95000,to renovate
229,340,4,Non,Pas équipée,None,None,100,2,À rénover,None,None,1,1,None,Oui,Oui,None,None,None,Oui,None,None,1900,9259489,for sale,house,mixed use building,6040,99900,to renovate
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9205704,for sale,house group,house group,2590,105000 - 425000,None
125,80,2,Non,Semi-équipée,None,None,10,3,Bon,None,None,1,1,None,Oui,Oui,None,None,None,Oui,1,None,1899,9036085,for sale,house,house,6020,109900,good
90,70,1,Non,Équipée,None,None,24,2,Bon,None,None,1,1,None,None,None,None,None,None,None,1,None,1899,9204936,for sale,house,house,4400,115000,good
125,77,3,Non,Pas équipée,None,None,None,2,À rénover,None,None,1,1,None,Oui,None,None,None,None,None,None,None,1850,9280696,for sale,house,house,4430,115000,to renovate
115,50,2,Non,Équipée,None,None,None,2,Bon,None,None,1,1,None,None,None,None,None,None,Oui,None,None,1915,9192429,for sale,house,house,9600,119500,good
145,410,3,Non,Équipée,350,None,20,3,À rafraîchir,None,None,1,1,None,Oui,None,None,None,None,Oui,1,None,1900,9055763,for sale,house,house,6180,126900,to be done up
156,71,3,Non,Pas équipée,None,None,None,2,À rafraîchir,None,None,1,2,None,None,None,None,None,None,None,1,None,1937,8325945,for sale,house,mixed use building,4030,129000,to be done up
