None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9162341,for sale,apartment group,apartment group,8800,167575 - 299661,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9244393,for sale,apartment group,apartment group,8800,167741 - 260145,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9187744,for sale,apartment group,apartment group,8800,167741 - 260145,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9189134,for sale,apartment group,apartment group,8800,180000 - 370000,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8855820,for sale,apartment group,apartment group,8800,186706 - 320090,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8855819,for sale,apartment group,apartment group,8800,192544 - 299500,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8855818,for sale,apartment group,apartment group,8800,194056 - 241730,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9244395,for sale,apartment group,apartment group,8800,199000 - 199000,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9162339,for sale,apartment group,apartment group,8800,199947 - 398985,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8677646,for sale,apartment group,apartment group,8800,210235 - 270628,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9244396,for sale,apartment group,apartment group,8800,212150 - 352754,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9248157,for sale,apartment group,apartment group,8800,215750 - 556000,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9242484,for sale,apartment group,apartment group,8800,223000 - 280600,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9007891,for sale,apartment group,apartment group,8800,223000 - 280000,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9187742,for sale,apartment group,apartment group,8800,227550 - 352754,None
